Longitude,Latitude,UHI Index,Region,nearest_building_distance,building_density,avg_building_age,avg_building_elevation,avg_building_height,avg_height_above_ground,nearest_building_height,nearest_building_height_above_ground,nearest_building_elevation,Datetime,Air Temp at Surface,Relative Humidity,Avg Wind Speed,Wind Direction,Solar Flux,traffic_volume,avg_traffic_volume,cloud_fraction,LST,NDVI,SB01,SB02,SB03,SB04,SB06,SB07,SB08,SB8A,SB11,SB12,SNDVI
-73.94998833,40.81563833,,Manhattan,25.005187494950647,12835,100.2652123100896,52.92484016840792,62.493354039256204,9.568513870848278,416.0,406.0,10.0,2021-07-24 15:48:00,26.6,48.3,3.5,184.0,181.0,28,,0.15312864,32.81231444000002,0.2360000163316726,741.0,2124.0,741.0,2124.0,2442.0,2442.0,2708.0,2708.0,2708.0,2708.0,0.12086092715231789
-73.94784,40.77889,,Manhattan,16.68727592726421,11725,99.57987206823027,42.09083148369472,64.23536404677053,22.144532563075806,285.0,274.0,11.0,2021-07-24 15:56:00,26.8,46.7,3.4,196.0,605.0,16,,0.15312864,36.380727320000005,,1080.0,1278.0,1080.0,1278.0,1338.0,1338.0,1382.0,1382.0,1382.0,1382.0,0.039097744360902256
-73.973275,40.78934667,,Manhattan,11.198478970659442,9154,107.18571116451824,72.5688524590164,96.40767252464151,23.838820065625136,181.24,106.24000000000001,75.0,2021-07-24 15:30:00,27.3,45.4,3.8,202.0,349.0,59,,0.15312864,36.86950418000004,,1469.0,557.0,1469.0,557.0,686.0,686.0,412.0,412.0,412.0,412.0,-0.14963880288957687
-73.95970667,40.79867333,,Manhattan,9.950387445753554,11373,103.3052844456168,63.56626187961985,74.81817807435147,11.251916194731608,66.08,22.08,44.0,2021-07-24 15:29:00,27.3,45.4,3.8,202.0,349.0,63,,0.15312864,32.2073249,0.4760000705718994,1453.0,1100.0,1453.0,1100.0,1246.0,1246.0,1318.0,1318.0,1318.0,1318.0,0.09015715467328371
-73.94704833,40.78009,,Manhattan,14.703631695904136,11942,99.45695863339473,42.31254714609002,63.496080504935044,21.183533358845025,285.0,274.0,11.0,2021-07-24 15:56:00,26.8,46.7,3.4,196.0,605.0,16,,0.15312864,38.26063832,,1222.0,1260.0,1222.0,1260.0,1434.0,1434.0,1596.0,1596.0,1596.0,1596.0,0.11764705882352941
-73.982415,40.76795333,,Manhattan,39.8831361044018,12429,102.95293265749457,48.71644795105064,95.1442112650455,46.42776331399485,76.62,54.620000000000005,22.0,2021-07-24 15:55:00,26.8,46.7,3.4,196.0,605.0,59,,0.15312864,35.608254800000054,0.3360000252723694,1296.0,940.0,1296.0,940.0,993.0,993.0,929.0,929.0,929.0,929.0,-0.005885500267522739
-73.97984667,40.78694667,,Manhattan,5.8715623638228704,8534,103.44457464260604,66.21935483870968,102.49405604336187,36.274701204652196,43.31,14.310000000000002,29.0,2021-07-24 15:33:00,26.8,47.6,2.4,209.0,511.0,59,,0.15312864,35.922712639999986,,1223.0,758.0,1223.0,758.0,1005.0,1005.0,822.0,822.0,822.0,822.0,0.04050632911392405
-73.98738167,40.78111,,Manhattan,43.08576335922988,8354,102.19559492458703,53.77735170760935,102.2266806412882,48.44932893367884,34.86,-9.14,44.0,2021-07-24 15:46:00,27.1,47.6,3.2,163.0,565.0,40,,0.15312864,30.925567399999977,,745.0,520.0,745.0,520.0,654.0,654.0,756.0,756.0,756.0,756.0,0.18495297805642633
-73.97607667,40.789975,,Manhattan,10.349085856425067,8501,105.88448417833196,71.64084755738669,100.01908126310065,28.37823370571395,60.0,30.0,30.0,2021-07-24 15:31:00,27.3,45.4,3.8,202.0,349.0,59,,0.15312864,37.20105211999999,,908.0,790.0,908.0,790.0,828.0,828.0,818.0,818.0,818.0,818.0,0.017412935323383085
-73.96195667,40.79138333,,Manhattan,60.40676984158624,11014,103.37570364990013,64.40039985459833,78.92555777918302,14.525157924584697,286.78,241.77999999999997,45.0,2021-07-24 15:12:00,26.3,50.9,3.0,158.0,219.0,63,,0.15312864,29.95826774,0.8520000576972961,440.0,497.0,440.0,497.0,661.0,661.0,541.0,541.0,541.0,541.0,0.04238921001926782
-73.97963,40.78667,,Manhattan,8.99656141836402,8610,103.52218350754936,66.2769445413324,102.21851167140797,35.941567130075576,43.31,14.310000000000002,29.0,2021-07-24 15:33:30,26.8,47.6,2.4,209.0,511.0,59,,0.15312864,36.28844078000003,,889.0,991.0,889.0,991.0,1056.0,1056.0,1234.0,1234.0,1234.0,1234.0,0.10921348314606742
-73.95438833,40.78251333,,Manhattan,6.339058922919079,11934,100.64136081783141,53.0159355866812,71.38698368017026,18.37104809348905,66.08,22.08,44.0,2021-07-24 15:44:00,27.1,47.6,3.2,163.0,565.0,16,,0.15312864,37.21814222,,993.0,683.0,993.0,683.0,751.0,751.0,877.0,877.0,877.0,877.0,0.12435897435897436
-73.96295833,40.79177333,,Manhattan,81.2762742717466,10771,103.78646365239996,65.97026574986062,80.37950723371213,14.409241483851513,71.88,12.879999999999995,59.0,2021-07-24 15:12:00,26.3,50.9,3.0,158.0,219.0,63,,0.15312864,30.14625884000003,0.8520000576972961,482.0,719.0,482.0,719.0,894.0,894.0,669.0,669.0,669.0,669.0,-0.03602305475504323
-73.941705,40.790355,,Manhattan,10.54071179287696,11401,99.17770371020086,44.43158079522514,59.93054728651979,15.498966491294654,35.0,21.0,14.0,2021-07-24 15:22:00,26.7,49.7,2.0,132.0,448.0,16,,0.15312864,36.59264456000005,0.312000036239624,1537.0,2046.0,1537.0,2046.0,2076.0,2076.0,2018.0,2018.0,2018.0,2018.0,-0.006889763779527559
-73.98581667,40.78309667,,Manhattan,91.80333825100116,8359,102.63261155640627,55.97293413173653,101.87108521091258,45.89815107917604,70.56,28.560000000000002,42.0,2021-07-24 15:45:30,27.1,47.6,3.2,163.0,565.0,40,,0.15312864,28.25951180000004,,423.0,552.0,423.0,552.0,687.0,687.0,626.0,626.0,626.0,626.0,0.06281833616298811
-73.96991,40.79022,,Manhattan,15.20709236610652,9346,106.67440616306442,73.03200599443375,92.94384059982124,19.911834605387497,493.0,423.0,70.0,2021-07-24 15:28:00,27.3,45.4,3.8,202.0,349.0,63,,0.15312864,37.79920562000001,,950.0,998.0,950.0,998.0,1120.0,1120.0,1028.0,1028.0,1028.0,1028.0,0.014807502467917079
-73.95996333,40.79833667,,Manhattan,10.66345093886861,11319,103.41540772153017,63.94031830238727,75.0981851422449,11.157866839857649,66.08,22.08,44.0,2021-07-24 15:29:00,27.3,45.4,3.8,202.0,349.0,63,,0.15312864,33.99836737999999,0.8520000576972961,1116.0,1650.0,1116.0,1650.0,1692.0,1692.0,1912.0,1912.0,1912.0,1912.0,0.07355418304323413
-73.98242,40.76804,,Manhattan,42.39840739084522,12411,102.9897671420514,48.77231315004435,95.1791075880029,46.40679443795856,76.62,54.620000000000005,22.0,2021-07-24 15:55:00,26.8,46.7,3.4,196.0,605.0,59,,0.15312864,36.30553087999999,0.3360000252723694,1045.0,880.0,1045.0,880.0,886.0,886.0,860.0,860.0,860.0,860.0,-0.011494252873563218
-73.97728333,40.77158667,,Manhattan,43.86937965688398,11361,103.54290995510958,58.6631430584919,96.92533545846548,38.26219239997357,71.37,59.370000000000005,12.0,2021-07-24 15:01:00,26.1,51.1,4.1,139.0,140.0,59,,0.15312864,32.05009598000004,0.4600000381469726,489.0,1152.0,489.0,1152.0,1246.0,1246.0,1332.0,1332.0,1332.0,1332.0,0.07246376811594203
-73.94637333,40.77291833,,Manhattan,12.41561186543713,10086,98.39173111243308,35.289797538705834,64.42104063836146,29.131243099655617,285.0,274.0,11.0,2021-07-24 15:52:00,26.6,48.3,3.5,184.0,181.0,59,,0.15312864,35.89536848,,893.0,2562.0,893.0,2562.0,2712.0,2712.0,3100.0,3100.0,3100.0,3100.0,0.09501942776404097
-73.96973667,40.79016,,Manhattan,23.15924862005926,9379,106.66190425418488,72.97493333333334,92.70915766022293,19.734224326889603,493.0,423.0,70.0,2021-07-24 15:28:00,27.3,45.4,3.8,202.0,349.0,63,,0.15312864,37.79920562000001,,950.0,929.0,950.0,929.0,1026.0,1026.0,1008.0,1008.0,1008.0,1008.0,0.04078471863706763
-73.95559167,40.796185,,Manhattan,111.01531741311668,12793,101.2603767685453,56.21466009543926,69.72050009724869,13.505840001809434,285.0,274.0,11.0,2021-07-24 15:52:00,26.6,48.3,3.5,184.0,181.0,16,,0.15312864,30.31374182000002,0.4760000705718994,357.0,383.0,357.0,383.0,459.0,459.0,366.0,366.0,366.0,366.0,-0.022696929238985315
-73.96010333,40.75887667,,Manhattan,8.150463402230528,8319,101.74323836999639,62.12919523637676,85.65514493908579,23.525949702709013,25.97,19.97,6.0,2021-07-24 15:14:00,26.6,50.5,3.1,154.0,584.0,194,,0.22437935,36.57555446000004,0.4360000491142273,1042.0,651.0,1042.0,651.0,702.0,702.0,733.0,733.0,733.0,733.0,0.059248554913294796
-73.97565,40.78978167,,Manhattan,14.441908491439891,8659,106.29137313777572,71.72036052692397,98.97587896933442,27.255518442410438,199.46188245,168.46188245,31.0,2021-07-24 15:31:00,27.3,45.4,3.8,202.0,349.0,59,,0.15312864,36.36363721999999,,908.0,1344.0,908.0,1344.0,1424.0,1424.0,1560.0,1560.0,1560.0,1560.0,0.0743801652892562
-73.95958667,40.79883167,,Manhattan,9.851228790652094,11399,103.30520221072024,63.34345917471466,74.60647449560228,11.26301532088762,64.51,29.510000000000005,35.0,2021-07-24 15:29:00,27.3,45.4,3.8,202.0,349.0,63,,0.15312864,32.2073249,0.4760000705718994,950.0,1428.0,950.0,1428.0,1498.0,1498.0,1704.0,1704.0,1704.0,1704.0,0.08812260536398467
-73.95093167,40.81433333,,Manhattan,8.920100066148917,12987,100.57580657580658,53.16181229773463,63.17139196952073,10.009579671786097,58.57,19.57,39.0,2021-07-24 15:49:00,26.6,48.3,3.5,184.0,181.0,28,,0.15312864,35.34164924000004,,1041.0,1054.0,1041.0,1054.0,1152.0,1152.0,1192.0,1192.0,1192.0,1192.0,0.06144256455921639
-73.98085833,40.76942167,,Manhattan,25.04981904897564,12241,103.3011191896087,51.68582406801831,95.48817924244032,43.80235517442201,54.66,32.66,22.0,2021-07-24 15:58:00,27.0,46.1,2.7,209.0,620.0,59,,0.15312864,33.266911100000016,0.3360000252723694,722.0,1516.0,722.0,1516.0,1714.0,1714.0,1840.0,1840.0,1840.0,1840.0,0.09654350417163289
-73.96359333,40.78273833,,Manhattan,63.29326719190619,10651,103.96206928926861,66.80402104472003,84.21863129092353,17.414610246203495,470.0,459.0,11.0,2021-07-24 15:40:00,27.0,47.2,3.2,142.0,658.0,59,,0.15312864,29.60279366000003,,475.0,479.0,475.0,479.0,684.0,684.0,620.0,620.0,620.0,620.0,0.12829845313921748
-73.96236,40.78117,,Manhattan,80.18076192565252,10746,102.9322538619021,65.07544709388972,82.79795167027197,17.722504576382264,75.05,15.049999999999997,60.0,2021-07-24 15:41:00,27.0,47.2,3.2,142.0,658.0,59,,0.15312864,32.15605460000006,0.5240000486373901,630.0,499.0,630.0,499.0,664.0,664.0,636.0,636.0,636.0,636.0,0.12070484581497798
-73.98243167,40.76812833,,Manhattan,42.53229580233273,12392,103.00403486120078,48.80434431524548,95.22012672328164,46.41578240803617,76.62,54.620000000000005,22.0,2021-07-24 15:55:00,26.8,46.7,3.4,196.0,605.0,59,,0.15312864,36.30553087999999,0.3360000252723694,1045.0,1118.0,1045.0,1118.0,1016.0,1016.0,906.0,906.0,906.0,906.0,-0.10474308300395258
-73.98065667,40.78737833,,Manhattan,5.168673062902954,8308,103.30934039480019,65.88107000843475,102.72656311191831,36.845493103483555,43.31,14.310000000000002,29.0,2021-07-24 15:33:00,26.8,47.6,2.4,209.0,511.0,40,,0.15312864,34.22737472000006,,1009.0,1548.0,1009.0,1548.0,1564.0,1564.0,1482.0,1482.0,1482.0,1482.0,-0.02178217821782178
-73.96223833,40.79151333,,Manhattan,74.61948706698783,10923,103.43110866977936,64.80703683342496,79.49341612932196,14.686379295897014,158.95,116.94999999999999,42.0,2021-07-24 15:12:00,26.3,50.9,3.0,158.0,219.0,63,,0.15312864,30.108660620000023,0.8520000576972961,440.0,641.0,440.0,641.0,794.0,794.0,749.0,749.0,749.0,749.0,0.0776978417266187
-73.97228167,40.784905,,Manhattan,3.6716520365169427,9716,106.48888431453273,71.46293245469522,96.32320750304365,24.86027504834843,55.75,-8.25,64.0,2021-07-24 15:38:00,27.0,47.2,3.2,142.0,658.0,59,,0.15312864,37.64539472000001,,1170.0,601.0,1170.0,601.0,721.0,721.0,689.0,689.0,689.0,689.0,0.06821705426356589
-73.984475,40.78302333,,Manhattan,14.647663565291502,8657,102.54118054753378,57.212856977685284,102.01262055563649,44.79976357795121,43.39,3.3900000000000006,40.0,2021-07-24 15:42:00,27.0,47.2,3.2,142.0,658.0,40,,0.15312864,31.564737140000037,,744.0,551.0,744.0,551.0,590.0,590.0,535.0,535.0,535.0,535.0,-0.014732965009208104
-73.97515667,40.78964,,Manhattan,21.53861982774106,8795,106.62512791358726,71.88907849829351,98.30686208795791,26.417783589664392,199.46188245,168.46188245,31.0,2021-07-24 15:31:00,27.3,45.4,3.8,202.0,349.0,59,,0.15312864,35.96714689999999,,1019.0,578.0,1019.0,578.0,573.0,573.0,778.0,778.0,778.0,778.0,0.14749262536873156
-73.96217833,40.78093667,,Manhattan,65.33308551307341,10777,102.73146515727939,64.77022383207951,82.47821593587537,17.707992103795856,75.05,15.049999999999997,60.0,2021-07-24 15:41:00,27.0,47.2,3.2,142.0,658.0,59,,0.15312864,33.83088440000006,0.5240000486373901,630.0,924.0,630.0,924.0,1128.0,1128.0,997.0,997.0,997.0,997.0,0.03800104112441437
-73.95764833,40.7896,,Manhattan,138.77550337026233,12069,102.10547684149473,58.84038142620232,74.16815426052156,15.327772834319235,93.0,60.0,33.0,2021-07-24 15:11:00,26.3,50.9,3.0,158.0,219.0,16,,0.15312864,30.05397230000005,,555.0,469.0,555.0,469.0,667.0,667.0,470.0,470.0,470.0,470.0,0.0010649627263045794
-73.89286,40.84138833,,Bronx,10.929373375438633,15246,79.34946871310508,76.83631948546302,36.032860883079344,-40.80345860238367,27.77,18.77,9.0,2021-07-24 15:52:00,27.2,47.8,3.2,157.0,491.0,0,,0.10334632,35.41684568000005,0.4640000462532043,1658.0,1936.0,1658.0,1936.0,1766.0,1766.0,1574.0,1574.0,1574.0,1574.0,-0.10313390313390314
-73.95836333,40.78989667,,Manhattan,142.31876704311128,11980,102.39707846410684,59.82858574889316,74.84732113986382,15.018735390970676,62.92,38.92,24.0,2021-07-24 15:11:00,26.3,50.9,3.0,158.0,219.0,63,,0.15312864,30.549585200000024,,452.0,614.0,452.0,614.0,843.0,843.0,709.0,709.0,709.0,709.0,0.07180650037792895
-73.93310667,40.79522,,Manhattan,11.569769061557247,6982,93.94987109710685,33.799598335963275,52.736736266517,18.93713793055372,125.0,110.0,15.0,2021-07-24 15:25:00,27.2,46.4,1.4,175.0,725.0,33,,0.15312864,37.01647904000004,0.312000036239624,2243.0,2216.0,2243.0,2216.0,2348.0,2348.0,2454.0,2454.0,2454.0,2454.0,0.050963597430406855
-73.898815,40.80721667,,Bronx,62.45161365596304,9044,71.97169394073418,58.887437742114,35.38430044538019,-23.50313729673381,45.0,35.0,10.0,2021-07-24 15:12:00,28.3,40.3,2.9,91.0,216.0,28,,0.10334632,37.918836320000025,,1252.0,949.0,1252.0,949.0,1056.0,1056.0,1042.0,1042.0,1042.0,1042.0,0.0467101958814666
-73.975995,40.78651667,,Manhattan,9.657170923849591,9155,105.34789732386675,69.65996283746857,99.52891342987868,29.868950592410098,46.61,7.609999999999999,39.0,2021-07-24 15:36:00,26.8,47.6,2.4,209.0,511.0,59,,0.15312864,37.81629572000003,,1463.0,1812.0,1463.0,1812.0,2016.0,2016.0,2464.0,2464.0,2464.0,2464.0,0.15247895229186156
-73.98061167,40.78789333,,Manhattan,5.38837381642915,8214,103.37947406866326,66.32151127361365,102.83269428067275,36.51118300705912,131.87,103.87,28.0,2021-07-24 15:33:00,26.8,47.6,2.4,209.0,511.0,40,,0.15312864,33.314763380000045,,779.0,658.0,779.0,658.0,755.0,755.0,785.0,785.0,785.0,785.0,0.088011088011088
-73.96706333,40.807085,,Manhattan,18.471800637578536,7519,109.36746907833488,76.15582168995343,79.83038939405323,3.6745677040997995,1396.0,1347.0,49.0,2021-07-24 15:35:00,26.8,47.6,2.4,209.0,511.0,63,,0.15312864,33.36945170000001,,864.0,323.0,864.0,323.0,450.0,450.0,309.0,309.0,309.0,309.0,-0.022151898734177215
-73.96702333,40.79345333,,Manhattan,23.926064972417077,9886,106.56918875177018,70.94281955267685,86.18760237348853,15.24478282081166,154.05,84.05000000000001,70.0,2021-07-24 15:13:00,26.6,50.5,3.1,154.0,584.0,63,,0.15312864,36.56530040000001,0.8520000576972961,921.0,1054.0,921.0,1054.0,1114.0,1114.0,1078.0,1078.0,1078.0,1078.0,0.01125703564727955
-73.98249667,40.77439333,,Manhattan,23.97165798192896,10881,103.06543516220935,53.321100073583516,98.69936896535596,45.37826889177244,49.93,15.93,34.0,2021-07-24 15:53:00,26.8,46.7,3.4,196.0,605.0,59,,0.15312864,38.20253198,0.4240000247955322,1752.0,1428.0,1752.0,1428.0,1530.0,1530.0,1636.0,1636.0,1636.0,1636.0,0.06788511749347259
-73.95459,40.79726333,,Manhattan,64.96427540336893,13079,100.9772153834391,54.69306703397613,68.29801860175237,13.604951567776245,285.0,274.0,11.0,2021-07-24 15:48:00,26.6,48.3,3.5,184.0,181.0,16,,0.15312864,30.857207000000017,0.4760000705718994,723.0,528.0,723.0,528.0,622.0,622.0,591.0,591.0,591.0,591.0,0.05630026809651475
