Longitude,Latitude,Datetime,UHI Index,Region,nearest_building_distance,building_density,avg_building_age,avg_building_elevation,avg_building_height,avg_height_above_ground,nearest_building_height,nearest_building_height_above_ground,nearest_building_elevation,Air Temp at Surface,Relative Humidity,Avg Wind Speed,Wind Direction,Solar Flux,traffic_volume,avg_traffic_volume,cloud_fraction,LST,NDVI,SB01,SB02,SB03,SB04,SB06,SB07,SB08,SB8A,SB11,SB12,SNDVI
-73.90949333,40.81209333,2021-07-24 15:53:00,1.010815469,Bronx,18.56476606987204,10433,76.45269816927059,59.00067178502879,39.80066563017755,-19.200006154851245,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,36.70202119999999,0.2000000029802322,1326.0,1176.0,1326.0,1176.0,1512.0,1512.0,1570.0,1570.0,1570.0,1570.0,0.1434814275309541
-73.90952167,40.81203167,2021-07-24 15:53:00,1.010815469,Bronx,21.245252767925265,10404,76.46347558631295,59.00038494851314,39.80085256786931,-19.199532380643827,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.09509350000002,0.2000000029802322,1326.0,1124.0,1326.0,1124.0,1598.0,1598.0,1618.0,1618.0,1618.0,1618.0,0.18016046681254558
-73.90953,40.81198167,2021-07-24 15:53:00,1.010815469,Bronx,21.992477412933482,10394,76.47392726573023,58.93093150948849,39.807172160539444,-19.123759348949044,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.09509350000002,0.2000000029802322,1326.0,1124.0,1326.0,1124.0,1598.0,1598.0,1618.0,1618.0,1618.0,1618.0,0.18016046681254558
-73.90954833,40.81194,2021-07-24 15:54:00,1.010815469,Bronx,23.971475272930356,10387,76.48637720227207,58.911316753422014,39.81358353726142,-19.097733216160595,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.09509350000002,0.2000000029802322,1326.0,974.0,1326.0,974.0,1318.0,1318.0,1260.0,1260.0,1260.0,1260.0,0.12802148612354522
-73.90956333,40.8119,2021-07-24 15:54:00,1.010815469,Bronx,25.6512517503224,10374,76.49238480817428,58.87896921146608,39.82128619840459,-19.05768301306148,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.09509350000002,0.2000000029802322,1326.0,2116.0,1326.0,2116.0,2266.0,2266.0,2334.0,2334.0,2334.0,2334.0,0.048988764044943824
-73.90958167,40.81186333,2021-07-24 15:54:00,1.010815469,Bronx,27.747862532898814,10370,76.5132111861138,58.87303273148595,39.82613093688037,-19.04690179460558,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.09509350000002,0.2000000029802322,1326.0,2116.0,1326.0,2116.0,2266.0,2266.0,2334.0,2334.0,2334.0,2334.0,0.048988764044943824
-73.9096,40.81181167,2021-07-24 15:54:00,1.012979184,Bronx,26.157432045199577,10353,76.49985511445958,58.80976789168279,39.822426922497094,-18.98734096918569,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.09509350000002,0.2000000029802322,1326.0,1394.0,1326.0,1394.0,1478.0,1478.0,1646.0,1646.0,1646.0,1646.0,0.08289473684210526
-73.909615,40.81175333,2021-07-24 15:54:00,1.012979184,Bronx,24.347246041505734,10339,76.51494341812554,58.74975789269804,39.82398821570792,-18.92576967699012,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.44373154000005,0.2000000029802322,1326.0,1002.0,1326.0,1002.0,1300.0,1300.0,1354.0,1354.0,1354.0,1354.0,0.1494057724957555
-73.90963167,40.8117,2021-07-24 15:54:00,1.012979184,Bronx,22.468949849647377,10332,76.53571428571429,58.726814613819165,39.845127150989434,-18.88168746282973,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.44373154000005,0.2000000029802322,1326.0,1002.0,1326.0,1002.0,1300.0,1300.0,1354.0,1354.0,1354.0,1354.0,0.1494057724957555
-73.90964667,40.81164333,2021-07-24 15:54:00,1.012979184,Bronx,20.912295380254957,10321,76.50218002131577,58.678405122235155,39.8523350303085,-18.82607009192666,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.44373154000005,0.2000000029802322,959.0,1988.0,959.0,1988.0,2078.0,2078.0,2256.0,2256.0,2256.0,2256.0,0.06314797360980208
-73.90966167,40.81157833,2021-07-24 15:54:00,1.012979184,Bronx,19.58441957595297,10307,76.50722809740952,58.6448416553332,39.860596234410345,-18.784245420922872,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.44373154000005,0.2000000029802322,732.0,1792.0,732.0,1792.0,2452.0,2452.0,2380.0,2380.0,2380.0,2380.0,0.14093959731543623
-73.909675,40.81151,2021-07-24 15:54:00,1.012979184,Bronx,18.73945494425018,10296,76.5050505050505,58.61480112807546,39.857081346462124,-18.757719781613343,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.44373154000005,0.2000000029802322,732.0,1792.0,732.0,1792.0,2452.0,2452.0,2380.0,2380.0,2380.0,2380.0,0.14093959731543623
-73.90969333,40.81144167,2021-07-24 15:54:00,1.012979184,Bronx,17.730844378839613,10276,76.49260412611912,58.54477248367924,39.857602302486605,-18.687170181192634,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.49500183999999,0.2000000029802322,732.0,994.0,732.0,994.0,1274.0,1274.0,1320.0,1320.0,1320.0,1320.0,0.14088159031979255
-73.909705,40.81137667,2021-07-24 15:54:00,1.012979184,Bronx,17.699559912212923,10257,76.50745832114653,58.435474424053105,39.86705009396134,-18.568424330091762,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.49500183999999,0.2000000029802322,732.0,634.0,732.0,634.0,821.0,821.0,717.0,717.0,717.0,717.0,0.0614359733530718
-73.90971333,40.81132,2021-07-24 15:54:00,1.012979184,Bronx,18.08459200367453,10252,76.48897776043698,58.406485008301594,39.866320102800074,-18.540164905501513,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.49500183999999,0.2000000029802322,732.0,634.0,732.0,634.0,821.0,821.0,717.0,717.0,717.0,717.0,0.0614359733530718
-73.909745,40.81123,2021-07-24 15:54:00,1.012979184,Bronx,17.898180763464985,10220,76.45988258317026,58.36582737337122,39.86159808632213,-18.504229287049082,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.3343549,0.2000000029802322,732.0,694.0,732.0,694.0,876.0,876.0,800.0,800.0,800.0,800.0,0.07095046854082998
-73.909755,40.81120333,2021-07-24 15:54:00,1.012979184,Bronx,18.024273983802182,10216,76.46711041503524,58.362344408507305,39.851637590136235,-18.510706818371066,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.3343549,0.2000000029802322,732.0,809.0,732.0,809.0,925.0,925.0,977.0,977.0,977.0,977.0,0.0940649496080627
-73.90977,40.81116167,2021-07-24 15:54:00,1.015142899,Bronx,18.454656822523027,10212,76.46337641989815,58.33532699284243,39.8460714403716,-18.48925555247083,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.3343549,0.2000000029802322,732.0,809.0,732.0,809.0,925.0,925.0,977.0,977.0,977.0,977.0,0.0940649496080627
-73.90978667,40.81111833,2021-07-24 15:54:00,1.015263105,Bronx,19.106500471425495,10204,76.44413955311643,58.28593857325091,39.848582816298695,-18.43735575695221,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.3343549,0.2000000029802322,732.0,669.0,732.0,669.0,891.0,891.0,836.0,836.0,836.0,836.0,0.11096345514950166
-73.90980833,40.81106,2021-07-24 15:54:00,1.015263105,Bronx,20.059134118636543,10194,76.4408475573867,58.23642078381298,39.861754661557804,-18.374666122255178,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.3343549,0.2000000029802322,732.0,669.0,732.0,669.0,891.0,891.0,836.0,836.0,836.0,836.0,0.11096345514950166
-73.909875,40.810865,2021-07-24 15:54:00,1.019590535,Bronx,20.10674907570966,10153,76.39397222495813,58.02268244575937,39.86725528218737,-18.155427163571993,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.327518860000055,0.2000000029802322,849.0,783.0,849.0,783.0,975.0,975.0,840.0,840.0,840.0,840.0,0.03512014787430684
-73.9099,40.81081,2021-07-24 15:54:00,1.019590535,Bronx,18.457913244299785,10146,76.39414547604967,57.99249975328136,39.8705030293309,-18.12199672395046,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.327518860000055,0.2000000029802322,849.0,783.0,849.0,783.0,975.0,975.0,840.0,840.0,840.0,840.0,0.03512014787430684
-73.90992833,40.81075333,2021-07-24 15:54:00,1.02175425,Bronx,17.321438804310294,10145,76.40453425332676,57.95302013422819,39.868669527266086,-18.0843506069621,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.327518860000055,0.2000000029802322,849.0,1410.0,849.0,1410.0,1510.0,1510.0,1638.0,1638.0,1638.0,1638.0,0.07480314960629922
-73.909965,40.810705,2021-07-24 15:54:00,1.02175425,Bronx,17.56966120269952,10135,76.39269856931426,57.9176052163604,39.883410172830466,-18.034195043529934,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.327518860000055,0.2000000029802322,849.0,1410.0,849.0,1410.0,1510.0,1510.0,1638.0,1638.0,1638.0,1638.0,0.07480314960629922
-73.90995167,40.81062833,2021-07-24 15:54:00,1.023917965,Bronx,14.78182184313862,10116,76.34153815737446,57.81223398990399,39.887739323569235,-17.924494666334752,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.28650262000002,0.2000000029802322,849.0,1068.0,849.0,1068.0,1368.0,1368.0,1322.0,1322.0,1322.0,1322.0,0.10627615062761506
-73.90991333,40.8106,2021-07-24 15:54:00,1.02175425,Bronx,12.321857888989255,10111,76.29393729601424,57.775401069518715,39.897359773264995,-17.878041296253713,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.28650262000002,0.2000000029802322,849.0,908.0,849.0,908.0,1076.0,1076.0,1200.0,1200.0,1200.0,1200.0,0.13851992409867173
-73.90974333,40.810515,2021-07-24 15:54:00,1.02175425,Bronx,18.280217928976004,10077,76.26555522476927,57.648648648648646,39.85025137000894,-17.798397278639705,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.28650262000002,0.2000000029802322,849.0,907.0,849.0,907.0,1005.0,1005.0,1050.0,1050.0,1050.0,1050.0,0.07307102708226877
-73.90966667,40.810495,2021-07-24 15:54:00,1.019590535,Bronx,22.661103096857236,10090,76.26818632309217,57.61278158181999,39.85710484386524,-17.755676737954747,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.99061474000001,0.2000000029802322,1136.0,631.0,1136.0,631.0,764.0,764.0,731.0,731.0,731.0,731.0,0.07342143906020558
-73.90959167,40.81047333,2021-07-24 15:54:00,1.019590535,Bronx,23.138728506957797,10100,76.2940594059406,57.617031823138696,39.830744578941214,-17.78628724419748,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.99061474000001,0.2000000029802322,1136.0,631.0,1136.0,631.0,764.0,764.0,731.0,731.0,731.0,731.0,0.07342143906020558
-73.90951833,40.810445,2021-07-24 15:54:00,1.019590535,Bronx,20.16378896115133,10103,76.24299712956548,57.55470763131814,39.808881853248764,-17.745825778069378,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.99061474000001,0.2000000029802322,1136.0,509.0,1136.0,509.0,672.0,672.0,608.0,608.0,608.0,608.0,0.08863025962399283
-73.90944,40.81042333,2021-07-24 15:54:00,1.019590535,Bronx,11.753673512288563,10099,76.14813347856223,57.43892524291097,39.758681804846326,-17.680243438064647,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.77869750000002,0.2000000029802322,1136.0,662.0,1136.0,662.0,773.0,773.0,761.0,761.0,761.0,761.0,0.06957132817990162
-73.909385,40.8104,2021-07-24 15:54:00,1.019590535,Bronx,6.219200032250611,10084,76.07140023800079,57.38784629133155,39.74786283071989,-17.63998346061166,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.77869750000002,0.2000000029802322,1136.0,538.0,1136.0,538.0,753.0,753.0,634.0,634.0,634.0,634.0,0.08191126279863481
-73.909345,40.81038,2021-07-24 15:54:00,1.019590535,Bronx,3.6442197704874246,10082,76.0501884546717,57.34601251365577,39.69976820037343,-17.646244313282352,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.77869750000002,0.2000000029802322,1136.0,906.0,1136.0,906.0,949.0,949.0,1020.0,1020.0,1020.0,1020.0,0.059190031152647975
-73.90925333,40.81033333,2021-07-24 15:54:00,1.01742682,Bronx,10.347250474463962,10076,75.95563715760223,57.228361323660934,39.69880610341847,-17.529555220242468,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.77869750000002,0.2000000029802322,1136.0,906.0,1136.0,906.0,949.0,949.0,1020.0,1020.0,1020.0,1020.0,0.059190031152647975
-73.90922333,40.81030667,2021-07-24 15:54:00,1.019590535,Bronx,13.516409202470534,10066,75.91784224120802,57.20143240823635,39.70337752412812,-17.498054884108228,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,37.77869750000002,0.2000000029802322,1136.0,1050.0,1136.0,1050.0,1394.0,1394.0,1382.0,1382.0,1382.0,1382.0,0.13651315789473684
-73.90917333,40.81029333,2021-07-24 15:55:00,1.019590535,Bronx,15.616985166788963,10057,75.87739882668788,57.142174432497015,39.705176230267824,-17.43699820222919,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,38.899808060000055,0.2000000029802322,1136.0,1364.0,1136.0,1364.0,1430.0,1430.0,1494.0,1494.0,1494.0,1494.0,0.04548635409377187
-73.90911833,40.81028,2021-07-24 15:55:00,1.019590535,Bronx,11.959792901260476,10053,75.83964985576445,57.05049800796813,39.6927238756753,-17.357774132292832,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,38.899808060000055,0.2000000029802322,1136.0,1364.0,1136.0,1364.0,1430.0,1430.0,1494.0,1494.0,1494.0,1494.0,0.04548635409377187
-73.909055,40.81026167,2021-07-24 15:55:00,1.019590535,Bronx,9.636181907337281,10050,75.76616915422886,56.984457507223276,39.6884948836505,-17.295962623572777,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,38.899808060000055,0.2000000029802322,1136.0,1186.0,1136.0,1186.0,1434.0,1434.0,1514.0,1514.0,1514.0,1514.0,0.12148148148148148
-73.90897833,40.81023833,2021-07-24 15:55:00,1.019590535,Bronx,8.59533066403413,10054,75.69882633777601,56.940543770540785,39.64105567931979,-17.299488091220994,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,38.899808060000055,0.2000000029802322,1260.0,1338.0,1260.0,1338.0,1454.0,1454.0,1562.0,1562.0,1562.0,1562.0,0.07724137931034483
-73.908895,40.81021833,2021-07-24 15:55:00,1.019590535,Bronx,14.46428932827862,10060,75.67842942345925,56.841445207524636,39.58935284537175,-17.252092362152883,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.525305720000006,0.2000000029802322,1260.0,1338.0,1260.0,1338.0,1454.0,1454.0,1562.0,1562.0,1562.0,1562.0,0.07724137931034483
-73.90871333,40.81017333,2021-07-24 15:55:00,1.02175425,Bronx,12.077015969036522,10040,75.58884462151394,56.70569462451381,39.5509757465194,-17.154718877994416,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.525305720000006,0.2000000029802322,1260.0,1474.0,1260.0,1474.0,1524.0,1524.0,1622.0,1622.0,1622.0,1622.0,0.04780361757105943
-73.90862167,40.810155,2021-07-24 15:55:00,1.02175425,Bronx,6.802238782357198,10033,75.49347154390512,56.61966067864272,39.567647774274455,-17.052012904368265,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.836345540000025,0.2000000029802322,1260.0,1364.0,1260.0,1364.0,1426.0,1426.0,1490.0,1490.0,1490.0,1490.0,0.04414856341976174
-73.90853667,40.81013833,2021-07-24 15:55:00,1.02175425,Bronx,7.855846252310018,10035,75.40647732934728,56.5324286569547,39.51696803616943,-17.015460620785273,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.836345540000025,0.2000000029802322,1260.0,2928.0,1260.0,2928.0,3144.0,3144.0,3602.0,3602.0,3602.0,3602.0,0.10321592649310873
-73.90847,40.81012667,2021-07-24 15:55:00,1.023917965,Bronx,10.666214162309904,10042,75.29555865365465,56.433143882740055,39.51658946964104,-16.91655441309901,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.836345540000025,0.2000000029802322,1260.0,3160.0,1260.0,3160.0,3030.0,3030.0,3642.0,3642.0,3642.0,3642.0,0.07086151132019994
-73.90843167,40.810125,2021-07-24 15:55:00,1.023917965,Bronx,9.077134226671186,10044,75.22272003185982,56.40972983750374,39.52025029800917,-16.889479539494566,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.836345540000025,0.2000000029802322,1260.0,3160.0,1260.0,3160.0,3030.0,3030.0,3642.0,3642.0,3642.0,3642.0,0.07086151132019994
-73.90818333,40.81009667,2021-07-24 15:55:00,1.015263105,Bronx,12.862243876671759,10056,74.97354813046937,56.20959872548043,39.436123115234494,-16.773475610245942,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.836345540000025,0.2000000029802322,1338.0,932.0,1338.0,932.0,1018.0,1018.0,1090.0,1090.0,1090.0,1090.0,0.0781404549950544
-73.9081,40.81007833,2021-07-24 15:55:00,1.015263105,Bronx,6.138010422819783,10055,74.8821481849826,56.13353913563035,39.40958320450409,-16.72395593112627,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.81583741999998,0.2000000029802322,1338.0,932.0,1338.0,932.0,1018.0,1018.0,1090.0,1090.0,1090.0,1090.0,0.0781404549950544
-73.90800833,40.81006,2021-07-24 15:55:00,1.01309939,Bronx,5.0368252820428,10071,74.68027008241485,56.09922449791211,39.370330160745674,-16.728894337166434,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.81583741999998,0.2000000029802322,1338.0,1886.0,1338.0,1886.0,2100.0,2100.0,2192.0,2192.0,2192.0,2192.0,0.07503678273663561
-73.90791833,40.81004,2021-07-24 15:55:00,1.01309939,Bronx,6.733192066735607,10072,74.63482922954726,56.02833283626603,39.37335137627399,-16.654981459992047,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.81583741999998,0.2000000029802322,1338.0,1628.0,1338.0,1628.0,2050.0,2050.0,2018.0,2018.0,2018.0,2018.0,0.10696653867251783
-73.90782333,40.810025,2021-07-24 15:55:00,1.01309939,Bronx,4.862347997507351,10073,74.58155465104736,56.05328031809145,39.34185343410636,-16.711426883985087,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,39.91496000000001,0.2000000029802322,1338.0,1344.0,1338.0,1344.0,1414.0,1414.0,1660.0,1660.0,1660.0,1660.0,0.1051930758988016
-73.907525,40.80997833,2021-07-24 15:55:00,1.010935675,Bronx,14.39831379825644,10066,74.50347705146037,56.12384362876753,39.239456285237246,-16.884387343530292,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,40.09269704000002,0.2000000029802322,1357.0,1222.0,1357.0,1222.0,1310.0,1310.0,1706.0,1706.0,1706.0,1706.0,0.16530054644808742
-73.90740667,40.809905,2021-07-24 15:55:00,1.03269303,Bronx,26.669802292901622,10061,74.41586323427094,56.1234076433121,39.219959785736464,-16.903447857575635,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,40.09269704000002,0.2000000029802322,1296.0,1184.0,1296.0,1184.0,1314.0,1314.0,1486.0,1486.0,1486.0,1486.0,0.11310861423220973
-73.90739667,40.80987,2021-07-24 15:55:00,1.030529316,Bronx,27.669988253574417,10050,74.41691542288557,56.11387864899871,39.22566324486699,-16.888215404131714,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,40.21574576,0.2000000029802322,1296.0,1200.0,1296.0,1200.0,1420.0,1420.0,1534.0,1534.0,1534.0,1534.0,0.12216532553035844
-73.90739833,40.80982833,2021-07-24 15:55:00,1.030529316,Bronx,27.416205545114217,10045,74.40298656047786,56.08572567783094,39.23408902099282,-16.851636656838117,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,40.21574576,0.2000000029802322,1296.0,1200.0,1296.0,1200.0,1420.0,1420.0,1534.0,1534.0,1534.0,1534.0,0.12216532553035844
-73.90741167,40.80977667,2021-07-24 15:55:00,1.026201886,Bronx,25.930390712422046,10029,74.42726094326453,56.00509185303515,39.22684983551118,-16.77824201752396,67.0,53.0,14.0,27.2,47.3,2.6,165.0,621.0,29,30.0,0.10334632,40.21574576,0.2000000029802322,1296.0,1152.0,1296.0,1152.0,1396.0,1396.0,1444.0,1444.0,1444.0,1444.0,0.11248073959938366
